% sigmasweep (S/m)                                Admittance, 12 component (S)                      Admittance, 12 component (S)                      Admittance, 12 component (S)                      Admittance, 12 component (S)                      Admittance, 12 component (S)
144.5439770745928                                 -1.4920033277874872E-9-9.334213991317095E-7i      -1.4918862059997734E-9-9.334145095145397E-7i      -1.4916503603216166E-9-9.334059004974854E-7i      -1.491315222869289E-9-9.333972964232487E-7i       -1.4908809275156395E-9-9.333886990076911E-7i
151.3561248436207                                 -1.4248576059680922E-9-9.334222117258558E-7i      -1.424755595484594E-9-9.334159281884466E-7i       -1.4245501748342854E-9-9.334080762658634E-7i      -1.4242582616053354E-9-9.334002284548569E-7i      -1.4238799621524853E-9-9.333923861830973E-7i
158.48931924611142                                -1.360733231135066E-9-9.334229528271037E-7i       -1.3606443823907625E-9-9.334172220632746E-7i      -1.3604654624041645E-9-9.334100606871427E-7i      -1.3602112001550422E-9-9.334029027312399E-7i      -1.3598816801422156E-9-9.333957493833988E-7i
165.95869074375597                                -1.2994943116620193E-9-9.33423628725018E-7i       -1.2994169265862993E-9-9.334184021150293E-7i      -1.2992610889632125E-9-9.33411870581703E-7i       -1.299039622731793E-9-9.334053418933251E-7i       -1.2987525950213057E-9-9.333988170382684E-7i
173.78008287493762                                -1.241011060263487E-9-9.334242451558962E-7i       -1.2409436598425646E-9-9.334194783550591E-7i      -1.240807927110909E-9-9.334135212923099E-7i       -1.2406150277036662E-9-9.334075665961272E-7i      -1.2403650149497343E-9-9.334016150886131E-7i
181.97008586099827                                -1.1851595207735942E-9-9.334248073513479E-7i      -1.1851008167958178E-9-9.33420459914278E-7i       -1.1849825954810199E-9-9.334150268141843E-7i      -1.1848145788724071E-9-9.334095956826284E-7i      -1.1845968093361113E-9-9.33404167203707E-7i
190.54607179632484                                -1.1318213070294647E-9-9.334253200829536E-7i      -1.131770177473648E-9-9.334213551206885E-7i       -1.13166720859214E-9-9.334163999129262E-7i        -1.1315208656905352E-9-9.334114463426517E-7i      -1.1313311824266577E-9-9.334064949788966E-7i
199.52623149688787                                -1.0808833533310275E-9-9.334257877022686E-7i      -1.0808388209297782E-9-9.334221715700937E-7i      -1.0807491368605378E-9-9.334176522324975E-7i      -1.0806216723165432E-9-9.334131342569997E-7i      -1.0804564540357612E-9-9.334086181169276E-7i
208.92961308540407                                -1.032237675989242E-9-9.334262141785053E-7i       -1.0321988895556022E-9-9.334229161904043E-7i      -1.0321207764695471E-9-9.334187943937272E-7i      -1.0320097553577778E-9-9.334146737300359E-7i      -1.0318658474596837E-9-9.334105545930999E-7i
218.77616239495518                                -9.85781145469736E-10-9.334266031311911E-7i       -9.857473636330944E-10-9.334235953000474E-7i      -9.856793287659683E-10-9.334198360838197E-7i      -9.855826301340444E-10-9.334160778099858E-7i      -9.85457284613604E-10-9.334123208061957E-7i
229.08676527677747                                -9.414152686851874E-10-9.334269578618497E-7i      -9.413858457253017E-10-9.334242146621116E-7i      -9.413265888690082E-10-9.334207861388622E-7i      -9.412423652725217E-10-9.334173583993508E-7i      -9.41133188340594E-10-9.334139317164433E-7i
239.88329190194898                                -8.990459809833526E-10-9.334272813812554E-7i      -8.990203544896771E-10-9.33424779532559E-7i       -8.989687431595756E-10-9.334216526177588E-7i      -8.988953854012623E-10-9.334185263550385E-7i      -8.988002918627071E-10-9.334154009710786E-7i
251.18864315095823                                -8.585834474139228E-10-9.334275764355924E-7i      -8.585611275380139E-10-9.334252947050313E-7i      -8.585161753408452E-10-9.334224428713459E-7i      -8.584522817580224E-10-9.334195915800444E-7i      -8.583694552478191E-10-9.334167410196884E-7i
263.02679918953817                                -8.199418728637218E-10-9.33427845529148E-7i       -8.199224329590903E-10-9.334257645516996E-7i      -8.198832807489183E-10-9.334231636039639E-7i      -8.198276304557034E-10-9.334205631073184E-7i      -8.197554888010783E-10-9.334179632188022E-7i
275.4228703338169                                 -7.830393206738177E-10-9.334280909461561E-7i      -7.830223891408031E-10-9.334261930601084E-7i      -7.829882886075914E-10-9.334238209305854E-7i      -7.82939818189462E-10-9.334214491762843E-7i       -7.828769832258835E-10-9.334190779277261E-7i
288.40315031266056                                -7.477975393620329E-10-9.334283147697991E-7i      -7.477827925465485E-10-9.334265838671199E-7i      -7.477530919189607E-10-9.33424420428461E-7i       -7.477108751247649E-10-9.334222573019583E-7i      -7.47656146404545E-10-9.334200945961103E-7i
301.9951720402019                                 -7.141417970952176E-10-9.334285188998037E-7i      -7.1412895310302E-10-9.334269402895129E-7i        -7.14103084695383E-10-9.334249671843418E-7i       -7.140663147495616E-10-9.334229943388853E-7i      -7.140186466329129E-10-9.334210218433192E-7i
316.22776601683796                                -6.820007235702099E-10-9.334287050690331E-7i      -6.81989536878795E-10-9.334272653524185E-7i       -6.819670062456984E-10-9.334254658378758E-7i      -6.819349804406352E-10-9.334236665392957E-7i      -6.818934621394949E-10-9.334218675317412E-7i
331.1311214825914                                 -6.513061589713351E-10-9.334288748576957E-7i      -6.5129641573708E-10-9.334275618148316E-7i        -6.512767922231605E-10-9.334259206203493E-7i      -6.512488984992547E-10-9.334242796054412E-7i      -6.512127366911569E-10-9.334226388326568E-7i
346.73685045253166                                -6.219930096954427E-10-9.334290297071554E-7i      -6.219845236666787E-10-9.334278321930016E-7i      -6.219674321792974E-10-9.334263353910655E-7i      -6.219431374328149E-10-9.334248387386006E-7i      -6.219116411161916E-10-9.334233422874504E-7i
363.07805477010174                                -5.939991105406113E-10-9.334291709317912E-7i      -5.939917194974534E-10-9.334280787819302E-7i      -5.939768333377942E-10-9.334267136700885E-7i      -5.939556732371715E-10-9.334253486825359E-7i      -5.939282405375402E-10-9.334239838624836E-7i
380.1893963205613                                 -5.672650930734831E-10-9.334292997303384E-7i      -5.672586557273983E-10-9.33428303674535E-7i       -5.672456903477462E-10-9.334270586675047E-7i      -5.672272604630675E-10-9.334258137639119E-7i      -5.672033671395718E-10-9.33424568999602E-7i
398.1071705534977                                 -5.417342598996222E-10-9.334294171961906E-7i      -5.417286531924448E-10-9.334285087797971E-7i      -5.417173607580097E-10-9.334273733113814E-7i      -5.417013088347851E-10-9.334262379290185E-7i      -5.416804982699043E-10-9.334251026625228E-7i
416.8693834703355                                 -5.173524645730497E-10-9.334295243264924E-7i      -5.1734758132452E-10-9.334286958385422E-7i        -5.173377459769423E-10-9.334276602720437E-7i      -5.173237652054024E-10-9.334266247770168E-7i      -5.173056396832246E-10-9.334255893784609E-7i
436.51583224016656                                -4.940679968949467E-10-9.334296220305587E-7i      -4.940637437547468E-10-9.334288664386093E-7i      -4.940551774869303E-10-9.334279219848934E-7i      -4.940430006396208E-10-9.334269775906298E-7i      -4.940272137487169E-10-9.334260332765891E-7i
457.0881896148752                                 -4.718314733608894E-10-9.334297111378335E-7i      -4.718277690240586E-10-9.334290220282602E-7i      -4.718203080858108E-10-9.334281606712891E-7i      -4.718097024131331E-10-9.334272993638257E-7i      -4.717959524298216E-10-9.334264381230332E-7i
478.630092322638                                  -4.5059573252553935E-10-9.334297924046884E-7i     -4.505925061778007E-10-9.334291639279925E-7i      -4.505860079480353E-10-9.334283783570696E-7i      -4.505767707275532E-10-9.334275928272788E-7i      -4.5056479485366586E-10-9.334268073529771E-7i
501.18723362727246                                -4.3031573506685294E-10-9.334298665211322E-7i     -4.3031292503123645E-10-9.334292933423957E-7i     -4.303072652903532E-10-9.334285768898393E-7i      -4.3029921995559776E-10-9.334278604714698E-7i     -4.30288789294688E-10-9.334271440992446E-7i
524.8074602497722                                 -4.1094846833743927E-10-9.334299341161275E-7i     -4.10946020895329E-10-9.334294113699866E-7i       -4.109410914519948E-10-9.33428757954655E-7i       -4.109340842168391E-10-9.33428104567776E-7i       -4.1092499940256167E-10-9.334274512193087E-7i
549.5408738576248                                 -3.924528552052696E-10-9.334299957634384E-7i      -3.924507235696663E-10-9.334295190126004E-7i      -3.9244643019208395E-10-9.334289230884007E-7i     -3.9244032711257843E-10-9.334283271879035E-7i     -3.9243241450070547E-10-9.334277313192864E-7i
575.4399373371566                                 -3.7478966698895455E-10-9.334300519865811E-7i     -3.747878104097983E-10-9.334296171839635E-7i      -3.7478407102449484E-10-9.334290736927203E-7i     -3.7477875543868434E-10-9.334285302211974E-7i     -3.7477186378596767E-10-9.334279867761469E-7i
602.5595860743581                                 -3.579214403055767E-10-9.334301032627238E-7i      -3.5791982329111267E-10-9.334297067174866E-7i     -3.5791656641483623E-10-9.33429211045962E-7i      -3.57911936712167E-10-9.334287153907996E-7i       -3.579059342900642E-10-9.334282197577625E-7i
630.957344480193                                  -3.4181239765574726E-10-9.334301500271489E-7i     -3.4181098929374693E-10-9.334297883732143E-7i     -3.41808152667073E-10-9.334293363140262E-7i       -3.4180412034827793E-10-9.334288842685098E-7i     -3.4179889242173396E-10-9.334284322413388E-7i
660.6934480075964                                 -3.2642837157813214E-10-9.334301926768167E-7i     -3.2642714494490877E-10-9.334298628440833E-7i     -3.2642467434151E-10-9.334294505600924E-7i        -3.264211623255115E-10-9.334290382875356E-7i      -3.2641660896416286E-10-9.334286260301462E-7i
691.8309709189363                                 -3.117367322136019E-10-9.334302315737836E-7i      -3.117356638599073E-10-9.334299307624694E-7i      -3.1173351205044905E-10-9.334295547540844E-7i     -3.117304532020333E-10-9.334291787552025E-7i      -3.1172648736805646E-10-9.334288027689369E-7i
724.4359600749906                                 -2.9770631812577194E-10-9.334302670482469E-7i     -2.977053876279911E-10-9.334299927048449E-7i      -2.977035134773185E-10-9.3342964978038E-7i        -2.977008493233379E-10-9.334293068637094E-7i      -2.9769739520884795E-10-9.334289639576565E-7i
758.5775750291835                                 -2.843073702321609E-10-9.334302994014376E-7i      -2.843065598020049E-10-9.334300491970581E-7i      -2.843049274826462E-10-9.334297364455746E-7i      -2.8430260709472097E-10-9.334294237005986E-7i     -2.8429959867287904E-10-9.334291109644247E-7i
794.3282347242822                                 -2.715114687059356E-10-9.33430328907891E-7i       -2.715107628503796E-10-9.33430100718622E-7i       -2.7150934115764235E-10-9.33429815485292E-7i      -2.7150732017933873E-10-9.33429530257473E-7i      -2.715046999422027E-10-9.334292450369021E-7i
831.7637711026708                                 -2.592914727157038E-10-9.334303558179921E-7i      -2.5929085794087117E-10-9.334301477067869E-7i     -2.592896196967406E-10-9.334298875705058E-7i      -2.5928785949385203E-10-9.334296274387059E-7i     -2.5928557735430215E-10-9.334293673130313E-7i
870.9635899560815                                 -2.476214628751319E-10-9.334303803604088E-7i      -2.47620927428351E-10-9.334301905605681E-7i       -2.476198489615805E-10-9.33429953313081E-7i       -2.47618315885896E-10-9.334297160693428E-7i       -2.476163282180661E-10-9.334294788306687E-7i
912.0108393559096                                 -2.364766862806381E-10-9.334304027433123E-7i      -2.364762199258099E-10-9.334302296437251E-7i      -2.3647528061961397E-10-9.3343001327115E-7i       -2.3647394536352097E-10-9.334297969015822E-7i     -2.3647221417195044E-10-9.334295805363771E-7i
954.9925860214369                                 -2.2583350402187576E-10-9.334304231568135E-7i     -2.2583309784363958E-10-9.334302652880192E-7i     -2.2583227974122477E-10-9.334300679535513E-7i     -2.2583111677990373E-10-9.334298706217844E-7i     -2.2582960897049275E-10-9.334296732934368E-7i
1000                                              -2.1566934105269734E-10-9.33430441774057E-7i      -2.156689872860622E-10-9.334302977959742E-7i      -2.156682747482241E-10-9.334301178247076E-7i      -2.1566726184971527E-10-9.334299378554861E-7i     -2.1566594859894706E-10-9.334297578892557E-7i
1047.1285480509007                                -2.0596263831767315E-10-9.334304587533073E-7i     -2.0596233019968124E-10-9.334303274436325E-7i     -2.059617096046347E-10-9.334301633076652E-7i      -2.05960827405449E-10-9.334299991734482E-7i       -2.0595968360928323E-10-9.334298350417192E-7i
1096.4781961431852                                -1.9669280703154135E-10-9.334304742385159E-7i     -1.9669253867194058E-10-9.334303544826554E-7i     -1.9669199815582294E-10-9.334302047887103E-7i     -1.9669122979146313E-10-9.334300550962608E-7i     -1.9669023358440064E-10-9.334299054058126E-7i
1148.1536214968842                                -1.878401850162331E-10-9.334304883611924E-7i      -1.8783995128470804E-10-9.334303791424897E-7i     -1.8783948051453757E-10-9.334302426198816E-7i     -1.8783881129643686E-10-9.334301060985453E-7i     -1.8783794363449812E-10-9.334299695787928E-7i
1202.2644346174131                                -1.793859950018552E-10-9.334305012412998E-7i      -1.7938579143017938E-10-9.334304016326007E-7i     -1.793853814063007E-10-9.334302771223894E-7i      -1.7938479854077188E-10-9.334301526131943E-7i     -1.7938404283759908E-10-9.334300281054065E-7i
1258.9254117941687                                -1.7131230480374947E-10-9.33430512988023E-7i      -1.7131212750014922E-10-9.334304221437878E-7i     -1.7131177038414206E-10-9.334303085890267E-7i     -1.7131126272905525E-10-9.33430195035164E-7i      -1.713106045380857E-10-9.334300814824746E-7i
1318.2567385564075                                -1.636019892916259E-10-9.334305237011836E-7i      -1.636018348666212E-10-9.334304408502552E-7i      -1.6360152383140134E-10-9.334303372870182E-7i     -1.6360108168193367E-10-9.334302337245227E-7i     -1.6360050842056653E-10-9.334301301629655E-7i
1380.3842646028866                                -1.562386940693633E-10-9.334305334716676E-7i      -1.5623855957072864E-10-9.334304579106349E-7i     -1.5623828867022525E-10-9.334303634598436E-7i     -1.5623790357389378E-10-9.334302690096178E-7i     -1.562374042833782E-10-9.334301745601382E-7i
1445.439770745928                                 -1.4920680078954458E-10-9.334305423825278E-7i     -1.4920668364617982E-10-9.334304734700955E-7i     -1.4920644770156842E-10-9.334303873297954E-7i     -1.4920611229637163E-10-9.334303011901125E-7i     -1.4920567743191355E-10-9.334302150509782E-7i
1513.5612484362073                                -1.4249139402820056E-10-9.334305505092463E-7i     -1.4249129200057514E-10-9.334304876603473E-7i     -1.4249108650134593E-10-9.334304090994818E-7i     -1.4249079437554297E-10-9.334303305390393E-7i     -1.4249041562397943E-10-9.334302519791258E-7i
1584.893192461114                                 -1.3607822965059414E-10-9.334305579209807E-7i     -1.3607814078820156E-10-9.33430500602033E-7i      -1.360779618058132E-10-9.334304289536713E-7i      -1.3607770737467188E-10-9.33430357305636E-7i      -1.3607737749554613E-10-9.33430285658019E-7i
1659.5869074375596                                -1.2995370459998638E-10-9.334305646804697E-7i     -1.2995362720408483E-10-9.334305124050331E-7i     -1.299534713168778E-10-9.334304470609018E-7i      -1.2995324971650512E-10-9.334303817170576E-7i     -1.2995296240344795E-10-9.334303163735412E-7i
1737.8008287493763                                -1.2410482804636077E-10-9.334305708452537E-7i     -1.241047606373246E-10-9.334305231694565E-7i      -1.2410462486523728E-10-9.334304635748947E-7i     -1.241044318592191E-10-9.334304039805485E-7i      -1.2410418161974167E-10-9.334303443864487E-7i
1819.7008586099826                                -1.1851919383304283E-10-9.334305764676383E-7i     -1.1851913512221673E-10-9.334305329867843E-7i     -1.1851901686967445E-10-9.334304786358525E-7i     -1.1851884876833617E-10-9.334304242851216E-7i     -1.185186308186909E-10-9.334303699346051E-7i
1905.4607179632483                                -1.1318495416341896E-10-9.334305815952616E-7i     -1.1318490302845152E-10-9.334305419402792E-7i     -1.1318480003469801E-10-9.334304923715982E-7i     -1.1318465362439424E-10-9.334304428030704E-7i     -1.131844637981255E-10-9.334303932348337E-7i
1995.2623149688789                                -1.0809079447180315E-10-9.334305862717066E-7i     -1.0809074993506788E-10-9.334305501058934E-7i     -1.0809066023128397E-10-9.334305048987522E-7i     -1.0809053271323574E-10-9.334304596916986E-7i     -1.0809036738133866E-10-9.334304144848873E-7i
2089.2961308540407                                -1.0322590942508429E-10-9.334305905367591E-7i     -1.0322587063523426E-10-9.334305575531508E-7i     -1.0322579250648299E-10-9.334305163237349E-7i     -1.0322568144290207E-10-9.334304750944023E-7i     -1.0322553744478868E-10-9.33430433865183E-7i
2187.761623949552                                 -9.857998000424849E-11-9.334305944264178E-7i      -9.85799462196949E-11-9.33430564345026E-7i        -9.857987817241374E-11-9.334305267433337E-7i      -9.857978143995618E-11-9.334304891417037E-7i      -9.857965602273244E-11-9.334304515402076E-7i
2290.867652767775                                 -9.414315161760465E-11-9.334305979739017E-7i      -9.414312219248143E-11-9.334305705393106E-7i      -9.414306292570194E-11-9.334305362461625E-7i      -9.414297867526353E-11-9.334305019530565E-7i      -9.414286944140604E-11-9.334304676600451E-7i
2398.83291901949                                  -8.990601319859076E-11-9.334306012092668E-7i      -8.990598757037538E-11-9.334305761886071E-7i      -8.990593595116179E-11-9.334305449128506E-7i      -8.990586257204482E-11-9.334305136371598E-7i      -8.990576743334239E-11-9.334304823615805E-7i
2511.886431509582                                 -8.585957724452103E-11-9.334306041598752E-7i      -8.585955492328438E-11-9.334305813407869E-7i      -8.585950996480883E-11-9.334305528169714E-7i      -8.585944605435522E-11-9.334305242932539E-7i      -8.585936319205247E-11-9.334304957695429E-7i
2630.2679918953813                                -8.199526075359601E-11-9.33430606850909E-7i       -8.199524131262056E-11-9.334305860396525E-7i      -8.199520215537943E-11-9.334305600255627E-7i      -8.199514649174104E-11-9.334305340116499E-7i      -8.199507432153678E-11-9.334305079977201E-7i
2754.228703338169                                 -7.83048670197423E-11-9.33430609305196E-7i        -7.830485008736457E-11-9.334305903250893E-7i      -7.830481598288431E-11-9.334305665999711E-7i      -7.830476750182269E-11-9.334305428749796E-7i      -7.830470464425028E-11-9.334305191499754E-7i
2884.031503126606                                 -7.478056824681953E-11-9.33430611543468E-7i       -7.47805534993236E-11-9.334305942334326E-7i       -7.478052379557422E-11-9.334305725958625E-7i      -7.478048157032247E-11-9.33430550958388E-7i       -7.478042682359356E-11-9.334305293209038E-7i
3019.951720402019                                 -7.141488894535187E-11-9.334306135847588E-7i      -7.141487610084222E-11-9.334305977978764E-7i      -7.141485022991604E-11-9.334305780641483E-7i      -7.14148134532585E-11-9.334305583305697E-7i       -7.141476577089042E-11-9.334305385969606E-7i
3162.2776601683795                                -6.820069007635855E-11-9.334306154465763E-7i      -6.820067888921939E-11-9.334306010486466E-7i      -6.820065635664627E-11-9.334305830513427E-7i      -6.820062432545065E-11-9.334305650540501E-7i      -6.820058279594119E-11-9.33430547056803E-7i
3311.3112148259142                                -6.513115390877249E-11-9.334306171444509E-7i      -6.51311441651792E-11-9.334306040134296E-7i       -6.513112454008529E-11-9.334305875996374E-7i      -6.513109664206779E-11-9.334305711859386E-7i      -6.513106047125063E-11-9.334305547721977E-7i
3467.368504525317                                 -6.219976955855899E-11-9.334306186930003E-7i      -6.219976107226591E-11-9.334306067173703E-7i      -6.21997439795165E-11-9.334305917478038E-7i       -6.219971968142749E-11-9.33430576778347E-7i       -6.219968817789356E-11-9.334305618088293E-7i
3630.7805477010174                                -5.94003191784046E-11-9.334306201052899E-7i       -5.940031178713145E-11-9.33430609183332E-7i       -5.940029689999232E-11-9.334305955309868E-7i      -5.940027573720834E-11-9.334305818785901E-7i      -5.94002482988456E-11-9.334305682262991E-7i
3801.8939632056126                                -5.672686476908737E-11-9.334306213932438E-7i      -5.672685833155661E-11-9.334306114323469E-7i      -5.672684536540514E-11-9.334305989812521E-7i      -5.6726826933364654E-11-9.334305865301286E-7i     -5.672680303550434E-11-9.334305740790614E-7i
3981.0717055349774                                -5.4173735584433854E-11-9.334306225679561E-7i     -5.417372997758372E-11-9.33430613483506E-7i       -5.4173718684507964E-11-9.334306021279043E-7i     -5.417370263084869E-11-9.33430590772405E-7i       -5.41736818167726E-11-9.334305794168825E-7i
4168.693834703355                                 -5.173551610299021E-11-9.334306236392427E-7i      -5.173551121963623E-11-9.334306153541552E-7i      -5.173550138380167E-11-9.33430604997766E-7i       -5.1735487401620104E-11-9.334305946413147E-7i     -5.173546927327301E-11-9.334305842850007E-7i
4365.158322401666                                 -4.9407034541219655E-11-9.334306246162697E-7i     -4.9407030287994206E-11-9.334306170602067E-7i     -4.9407021721318593E-11-9.334306076150455E-7i     -4.9407009543396496E-11-9.334305981699226E-7i     -4.940699375420478E-11-9.334305887247631E-7i
4570.881896148751                                 -4.718335188351085E-11-9.334306255073814E-7i      -4.718334817910408E-11-9.334306186161388E-7i      -4.718334071786427E-11-9.33430610002074E-7i       -4.718333011130675E-11-9.334306013880119E-7i      -4.7183316359574055E-11-9.334305927739752E-7i
4786.30092322638                                  -4.5059751406013114E-11-9.334306263200751E-7i     -4.5059748179608926E-11-9.334306200351726E-7i     -4.505974168110957E-11-9.334306121790089E-7i      -4.5059732443240735E-11-9.334306043229453E-7i     -4.505972046593137E-11-9.334305964668397E-7i
5011.872336272725                                 -4.3031728671918205E-11-9.334306270611922E-7i     -4.303172586182809E-11-9.334306213292908E-7i      -4.3031720201891365E-11-9.334306141644365E-7i     -4.3031712156019445E-11-9.334306069996151E-7i     -4.303170172422141E-11-9.334305998347318E-7i
5248.074602497723                                 -4.109498197707382E-11-9.334306277371941E-7i      -4.1094979529592205E-11-9.334306225096349E-7i     -4.109497459999716E-11-9.334306159752176E-7i      -4.109496759235585E-11-9.3343060944081E-7i        -4.109495850664794E-11-9.334306029063896E-7i
5495.408738576249                                 -3.9245403225495725E-11-9.334306283536516E-7i     -3.9245401093826975E-11-9.334306235860575E-7i     -3.924539680033254E-11-9.33430617626611E-7i       -3.9245390696917336E-11-9.33430611667173E-7i      -3.924538278354767E-11-9.334306057076563E-7i
5754.399373371566                                 -3.74790692156814E-11-9.334306289159511E-7i       -3.7479067359074736E-11-9.334306245678093E-7i     -3.7479063619578026E-11-9.334306191326872E-7i     -3.747905830374533E-11-9.334306136976467E-7i      -3.747905141149821E-11-9.334306082625313E-7i
6025.5958607435805                                -3.579223331896771E-11-9.334306294286312E-7i      -3.5792231701919064E-11-9.334306254631012E-7i     -3.579222844495853E-11-9.334306205062042E-7i      -3.579222381505177E-11-9.334306155494086E-7i      -3.5792217812196953E-11-9.334306105925193E-7i
6309.57344480193                                  -3.4181317532549706E-11-9.334306298962982E-7i     -3.4181316124177163E-11-9.334306262797223E-7i     -3.418131328748333E-11-9.334306217589933E-7i      -3.4181309254998694E-11-9.334306172383221E-7i     -3.418130402672117E-11-9.334306127175902E-7i
6606.9344800759645                                -3.264290489003936E-11-9.334306303228134E-7i      -3.2642903663395586E-11-9.334306270244545E-7i     -3.264290119273138E-11-9.334306229014905E-7i      -3.264289768058159E-11-9.334306187785612E-7i      -3.264289312693653E-11-9.334306146556155E-7i
6918.309709189362                                 -3.1173732213679515E-11-9.334306307117872E-7i     -3.117373114530453E-11-9.334306277036193E-7i      -3.1173728993463924E-11-9.334306239434504E-7i     -3.117372593449548E-11-9.334306201832974E-7i      -3.117372196842143E-11-9.334306164230768E-7i
7244.359600749906                                 -2.9770683192756196E-11-9.334306310665665E-7i     -2.9770682262246095E-11-9.334306283230843E-7i     -2.9770680388053E-11-9.334306248937243E-7i        -2.977067772384161E-11-9.334306214644703E-7i      -2.9770674269535167E-11-9.334306180351246E-7i
7585.775750291836                                 -2.8430781773481263E-11-9.334306313900507E-7i     -2.8430780963044876E-11-9.334306288879808E-7i     -2.8430779330693858E-11-9.33430625760397E-7i      -2.8430777010224355E-11-9.334306226328225E-7i     -2.8430774001665635E-11-9.334306195052579E-7i
7943.282347242822                                 -2.7151185846452654E-11-9.334306316851392E-7i     -2.715118514059331E-11-9.334306294032197E-7i      -2.715118371887818E-11-9.334306265508455E-7i      -2.7151181697826597E-11-9.33430623698423E-7i      -2.7151179077473707E-11-9.334306208460297E-7i
8317.63771102671                                  -2.5929181218136536E-11-9.334306319542528E-7i     -2.5929180603362256E-11-9.334306298731264E-7i     -2.5929179365098826E-11-9.33430627271685E-7i      -2.5929177604837053E-11-9.334306246703064E-7i     -2.59291753226094E-11-9.334306220688958E-7i
8709.635899560813                                 -2.4762175853737336E-11-9.334306321996689E-7i     -2.476217531828678E-11-9.334306303016366E-7i      -2.476217423981883E-11-9.334306279291594E-7i      -2.476217270668229E-11-9.334306255566068E-7i      -2.4762170718945677E-11-9.334306231841609E-7i
9120.108393559096                                 -2.3647694379172385E-11-9.334306324234596E-7i     -2.3647693912816036E-11-9.334306306924947E-7i     -2.3647692973492632E-11-9.334306285287398E-7i     -2.3647691638208654E-11-9.334306263649388E-7i     -2.3647689906949508E-11-9.334306242012133E-7i
9549.92586021437                                  -2.2583372830469957E-11-9.334306326276443E-7i     -2.2583372424287263E-11-9.334306310489318E-7i     -2.258337160617637E-11-9.334306290755892E-7i      -2.2583370443195447E-11-9.334306271022015E-7i     -2.2583368935332966E-11-9.33430625128797E-7i
10000                                             -2.1566953639493262E-11-9.334306328138238E-7i     -2.1566953285724994E-11-9.334306313740248E-7i     -2.156695257316777E-11-9.334306295742426E-7i      -2.1566951560262764E-11-9.334306277745759E-7i     -2.1566950246975652E-11-9.334306259748294E-7i
